연대,단어,품사,언어,빈도수
1990s,정심,ko_nouns,ko,2
1990s,출구,ko_nouns,ko,1
1990s,고층,ko_nouns,ko,1
1990s,뒹구,ko_nouns,ko,1
1990s,짐승,ko_nouns,ko,1
1990s,세기,ko_nouns,ko,2
1990s,보도,ko_nouns,ko,1
1990s,블럭,ko_nouns,ko,1
1990s,형광,ko_nouns,ko,1
1990s,채운,ko_nouns,ko,2
1990s,공허,ko_nouns,ko,1
1990s,무채색,ko_nouns,ko,1
1990s,군중,ko_nouns,ko,1
1990s,밀리,ko_nouns,ko,1
1990s,출처,ko_nouns,ko,1
1990s,가사,ko_nouns,ko,1
1990s,책,ko_nouns,ko,7
1990s,비교,ko_nouns,ko,10
1990s,사람과,ko_nouns,ko,11
1990s,방식,ko_nouns,ko,8
1990s,경험,ko_nouns,ko,10
1990s,각의,ko_nouns,ko,2
1990s,사고방식,ko_nouns,ko,2
1990s,차이,ko_nouns,ko,3
1990s,요지경,ko_nouns,ko,10
1990s,난대,ko_nouns,ko,4
1990s,판,ko_nouns,ko,5
1990s,정신차려라,ko_nouns,ko,2
1990s,싱글벙글,ko_nouns,ko,4
1990s,도련님,ko_nouns,ko,2
1990s,아가씨,ko_nouns,ko,2
1990s,영감,ko_nouns,ko,2
1990s,상투,ko_nouns,ko,2
1990s,할멈,ko_nouns,ko,2
1990s,신발,ko_nouns,ko,2
1990s,합석,ko_nouns,ko,2
1990s,간섭,ko_nouns,ko,8
1990s,감히,ko_nouns,ko,4
1990s,술잔,ko_nouns,ko,7
1990s,즐거움,ko_nouns,ko,3
1990s,대한,ko_nouns,ko,14
1990s,애길,ko_nouns,ko,4
1990s,무어,ko_nouns,ko,2
1990s,겨워,ko_nouns,ko,3
1990s,전분,ko_nouns,ko,2
1990s,활주로,ko_nouns,ko,1
1990s,팔이,ko_nouns,ko,2
1990s,동물원,ko_nouns,ko,1
1990s,우주소년,ko_nouns,ko,1
1990s,아톰,ko_nouns,ko,1
1990s,마루,ko_nouns,ko,3
1990s,공,ko_nouns,ko,1
1990s,외치,ko_nouns,ko,1
1990s,조마조마,ko_nouns,ko,1
1990s,티,ko_nouns,ko,3
1990s,고등학교,ko_nouns,ko,2
1990s,라디오,ko_nouns,ko,4
1990s,성문,ko_nouns,ko,7
1990s,종합,ko_nouns,ko,1
1990s,영어,ko_nouns,ko,1
1990s,비틀즈,ko_nouns,ko,1
1990s,산울림,ko_nouns,ko,1
1990s,성큼성큼,ko_nouns,ko,2
1990s,간주,ko_nouns,ko,2
1990s,대학교,ko_nouns,ko,1
1990s,결혼,ko_nouns,ko,12
1990s,유행,ko_nouns,ko,5
1990s,헌신,ko_nouns,ko,2
1990s,은근,ko_nouns,ko,2
1990s,행동,ko_nouns,ko,9
1990s,매너,ko_nouns,ko,2
1990s,군림,ko_nouns,ko,1
1990s,남성,ko_nouns,ko,1
1990s,용납,ko_nouns,ko,2
1990s,새로웁,ko_nouns,ko,2
1990s,여지,ko_nouns,ko,1
1990s,껏,ko_nouns,ko,3
1990s,애정,ko_nouns,ko,1
1990s,주변,ko_nouns,ko,9
1990s,노력,ko_nouns,ko,7
1990s,잠옷,ko_nouns,ko,1
1990s,자락,ko_nouns,ko,1
1990s,졸음,ko_nouns,ko,1
1990s,먼눈,ko_nouns,ko,2
1990s,치약,ko_nouns,ko,1
1990s,놀이터,ko_nouns,ko,1
1990s,건물,ko_nouns,ko,2
1990s,수녀,ko_nouns,ko,1
1990s,옷자락,ko_nouns,ko,1
1990s,해묵,ko_nouns,ko,3
1990s,게로,ko_nouns,ko,7
1990s,오길바랬,ko_nouns,ko,1
1990s,헤매인,ko_nouns,ko,2
1990s,겨울비,ko_nouns,ko,7
1990s,향수,ko_nouns,ko,1
1990s,소식,ko_nouns,ko,9
1990s,강변,ko_nouns,ko,3
1990s,수줍음,ko_nouns,ko,5
1990s,런,ko_nouns,ko,1
1990s,옆모습,ko_nouns,ko,4
1990s,울렁,ko_nouns,ko,24
1990s,헤,ko_nouns,ko,13
1990s,홈마,ko_nouns,ko,6
1990s,홈,ko_nouns,ko,3
1990s,워예,ko_nouns,ko,3
1990s,디기리,ko_nouns,ko,2
1990s,릭딕,ko_nouns,ko,2
1990s,기리,ko_nouns,ko,2
1990s,두만강,ko_nouns,ko,1
1990s,뱃사공,ko_nouns,ko,1
1990s,레파,ko_nouns,ko,2
1990s,토리,ko_nouns,ko,2
1990s,소주,ko_nouns,ko,1
1990s,눈보라,ko_nouns,ko,1
1990s,흥남부,ko_nouns,ko,1
1990s,가보,ko_nouns,ko,1
1990s,흐름,ko_nouns,ko,4
1990s,어항,ko_nouns,ko,1
1990s,금붕어,ko_nouns,ko,1
1990s,숨쉬기,ko_nouns,ko,1
1990s,성인,ko_nouns,ko,2
1990s,리마,ko_nouns,ko,2
1990s,본체,ko_nouns,ko,1
1990s,우연,ko_nouns,ko,26
1990s,얼음,ko_nouns,ko,1
1990s,눈망울,ko_nouns,ko,5
1990s,울진,ko_nouns,ko,3
1990s,허락,ko_nouns,ko,18
1990s,여운,ko_nouns,ko,3
1990s,소담,ko_nouns,ko,2
1990s,오후,ko_nouns,ko,7
1990s,다른사람,ko_nouns,ko,3
1990s,가죽,ko_nouns,ko,2
1990s,점퍼,ko_nouns,ko,1
1990s,신비,ko_nouns,ko,6
1990s,고이,ko_nouns,ko,3
1990s,남아도,ko_nouns,ko,2
1990s,핑곌,ko_nouns,ko,2
1990s,농담,ko_nouns,ko,12
1990s,진담,ko_nouns,ko,8
1990s,안개꽃,ko_nouns,ko,2
1990s,피하,ko_nouns,ko,8
1990s,무참,ko_nouns,ko,5
1990s,휑,ko_nouns,ko,1
1990s,커버,ko_nouns,ko,3
1990s,교복,ko_nouns,ko,9
1990s,나니,ko_nouns,ko,3
1990s,제대,ko_nouns,ko,2
1990s,감사,ko_nouns,ko,4
1990s,얼핏,ko_nouns,ko,2
1990s,학기,ko_nouns,ko,1
1990s,스무살,ko_nouns,ko,2
1990s,일상,ko_nouns,ko,8
1990s,계산,ko_nouns,ko,1
1990s,쩍,ko_nouns,ko,4
1990s,한편,ko_nouns,ko,10
1990s,시가,ko_nouns,ko,4
1990s,전시회장,ko_nouns,ko,4
1990s,모짜르트,ko_nouns,ko,2
1990s,협주곡,ko_nouns,ko,2
1990s,작,ko_nouns,ko,4
1990s,우체국,ko_nouns,ko,2
1990s,가위,ko_nouns,ko,3
1990s,굴,ko_nouns,ko,10
1990s,무릎,ko_nouns,ko,13
1990s,마는,ko_nouns,ko,2
1990s,나팔꽃,ko_nouns,ko,2
1990s,정녕,ko_nouns,ko,5
1990s,고마,ko_nouns,ko,3
1990s,연습,ko_nouns,ko,12
1990s,문제,ko_nouns,ko,5
1990s,시련,ko_nouns,ko,7
1990s,자리야,ko_nouns,ko,2
1990s,추,ko_nouns,ko,4
1990s,마법,ko_nouns,ko,9
1990s,주란,ko_nouns,ko,2
1990s,지혤,ko_nouns,ko,2
1990s,성,ko_nouns,ko,7
1990s,건너,ko_nouns,ko,13
1990s,동굴,ko_nouns,ko,4
1990s,근대,ko_nouns,ko,4
1990s,한걸음씩,ko_nouns,ko,1
1990s,기전,ko_nouns,ko,2
1990s,키,ko_nouns,ko,6
1990s,멋쩍,ko_nouns,ko,1
1990s,생,ko_nouns,ko,3
1990s,지도,ko_nouns,ko,5
1990s,마오,ko_nouns,ko,1
1990s,비도,ko_nouns,ko,3
1990s,저절로,ko_nouns,ko,5
1990s,고해,ko_nouns,ko,1
1990s,용돈,ko_nouns,ko,2
1990s,감당,ko_nouns,ko,8
1990s,죄책감,ko_nouns,ko,3
1990s,명,ko_nouns,ko,8
1990s,베인,ko_nouns,ko,2
1990s,선율,ko_nouns,ko,2
1990s,저몄던,ko_nouns,ko,2
1990s,죽,ko_nouns,ko,4
1990s,주체,ko_nouns,ko,3
1990s,알순,ko_nouns,ko,1
1990s,본적,ko_nouns,ko,5
1990s,필욘없,ko_nouns,ko,1
1990s,무딘,ko_nouns,ko,1
1990s,센스,ko_nouns,ko,1
1990s,성격,ko_nouns,ko,5
1990s,꽤,ko_nouns,ko,2
1990s,샤바,ko_nouns,ko,23
1990s,라바,ko_nouns,ko,1
1990s,털털,ko_nouns,ko,1
1990s,소유자,ko_nouns,ko,1
1990s,매우,ko_nouns,ko,2
1990s,공주,ko_nouns,ko,2
1990s,보리,ko_nouns,ko,3
1990s,육교,ko_nouns,ko,1
1990s,상자,ko_nouns,ko,2
1990s,병아리,ko_nouns,ko,1
1990s,얄리,ko_nouns,ko,8
1990s,처음처럼,ko_nouns,ko,1
1990s,앞뜰,ko_nouns,ko,1
1990s,죽음,ko_nouns,ko,11
1990s,심장,ko_nouns,ko,6
1990s,바이,ko_nouns,ko,6
1990s,무덤,ko_nouns,ko,2
1990s,설명,ko_nouns,ko,7
1990s,기회,ko_nouns,ko,16
1990s,기횔,ko_nouns,ko,2
1990s,돌,ko_nouns,ko,5
1990s,아내,ko_nouns,ko,2
1990s,커텐,ko_nouns,ko,2
1990s,피질,ko_nouns,ko,2
1990s,초대,ko_nouns,ko,4
1990s,멜로디,ko_nouns,ko,3
1990s,자주,ko_nouns,ko,2
1990s,메이지,ko_nouns,ko,1
1990s,모처럼,ko_nouns,ko,2
1990s,디,ko_nouns,ko,36
1990s,기념,ko_nouns,ko,3
1990s,백일,ko_nouns,ko,3
1990s,반지,ko_nouns,ko,11
1990s,성의,ko_nouns,ko,1
1990s,혼,ko_nouns,ko,1
1990s,거절,ko_nouns,ko,7
1990s,민족,ko_nouns,ko,1
1990s,형제,ko_nouns,ko,3
1990s,겨누,ko_nouns,ko,1
1990s,인류,ko_nouns,ko,1
1990s,반,ko_nouns,ko,14
1990s,치유,ko_nouns,ko,2
1990s,절규,ko_nouns,ko,4
1990s,원스,ko_nouns,ko,1
1990s,레,ko_nouns,ko,1
1990s,경계,ko_nouns,ko,3
1990s,모이,ko_nouns,ko,1
1990s,나가요,ko_nouns,ko,1
1990s,박,ko_nouns,ko,4
1990s,통해,ko_nouns,ko,2
1990s,국민학교,ko_nouns,ko,2
1990s,장난꾸러기,ko_nouns,ko,1
1990s,대화,ko_nouns,ko,2
1990s,적도,ko_nouns,ko,5
1990s,우정은,ko_nouns,ko,1
1990s,종이,ko_nouns,ko,5
1990s,신호,ko_nouns,ko,1
1990s,투정,ko_nouns,ko,2
1990s,정도,ko_nouns,ko,5
1990s,모양,ko_nouns,ko,1
1990s,무시,ko_nouns,ko,8
1990s,태산,ko_nouns,ko,1
1990s,부초,ko_nouns,ko,1
1990s,호수,ko_nouns,ko,1
1990s,새싹,ko_nouns,ko,4
1990s,스스로,ko_nouns,ko,6
1990s,안심,ko_nouns,ko,1
1990s,인정,ko_nouns,ko,12
1990s,비치,ko_nouns,ko,1
1990s,팔고,ko_nouns,ko,1
1990s,몸매,ko_nouns,ko,2
1990s,외모,ko_nouns,ko,2
1990s,주제,ko_nouns,ko,4
1990s,조건,ko_nouns,ko,8
1990s,유월,ko_nouns,ko,1
1990s,이건,ko_nouns,ko,21
1990s,용,ko_nouns,ko,3
1990s,장식,ko_nouns,ko,2
1990s,체리,ko_nouns,ko,1
1990s,달리,ko_nouns,ko,5
1990s,찾기,ko_nouns,ko,3
1990s,흐릿흐릿,ko_nouns,ko,1
1990s,호,ko_nouns,ko,1
1990s,지기,ko_nouns,ko,4
1990s,편이,ko_nouns,ko,1
1990s,뜻,ko_nouns,ko,15
1990s,듣기,ko_nouns,ko,3
1990s,그다지,ko_nouns,ko,2
1990s,핸섬,ko_nouns,ko,1
1990s,흉내,ko_nouns,ko,1
1990s,낼,ko_nouns,ko,15
1990s,영화배우,ko_nouns,ko,3
1990s,뮤지션,ko_nouns,ko,2
1990s,실,ko_nouns,ko,2
1990s,나일,ko_nouns,ko,11
1990s,번만,ko_nouns,ko,4
1990s,한적,ko_nouns,ko,8
1990s,흐느낌,ko_nouns,ko,1
1990s,푸념,ko_nouns,ko,1
1990s,굳이,ko_nouns,ko,14
1990s,비슷,ko_nouns,ko,1
1990s,다시금,ko_nouns,ko,6
1990s,싫증,ko_nouns,ko,2
1990s,형식,ko_nouns,ko,1
1990s,어쨌든,ko_nouns,ko,3
1990s,있을런,ko_nouns,ko,2
1990s,오즈,ko_nouns,ko,2
1990s,모험,ko_nouns,ko,2
1990s,베일,ko_nouns,ko,2
1990s,싸인,ko_nouns,ko,2
1990s,마녀,ko_nouns,ko,2
1990s,얻지,ko_nouns,ko,3
1990s,피터팬,ko_nouns,ko,4
1990s,웬디,ko_nouns,ko,4
1990s,숨기,ko_nouns,ko,1
1990s,보,ko_nouns,ko,10
1990s,회기로,ko_nouns,ko,1
1990s,플랫폼,ko_nouns,ko,1
1990s,고가,ko_nouns,ko,2
1990s,전화기,ko_nouns,ko,4
1990s,노트,ko_nouns,ko,2
1990s,연극,ko_nouns,ko,6
1990s,가식,ko_nouns,ko,11
1990s,설득,ko_nouns,ko,3
1990s,빠밤,ko_nouns,ko,2
1990s,정이,ko_nouns,ko,1
1990s,너뿐이,ko_nouns,ko,4
1990s,특징,ko_nouns,ko,2
1990s,하이,ko_nouns,ko,2
1990s,슈퍼맨,ko_nouns,ko,20
1990s,홉,ko_nouns,ko,6
1990s,아빠,ko_nouns,ko,7
1990s,부부,ko_nouns,ko,2
1990s,싸움,ko_nouns,ko,4
1990s,요리조리,ko_nouns,ko,2
1990s,우리엄마,ko_nouns,ko,4
1990s,다다다,ko_nouns,ko,5
1990s,제대로,ko_nouns,ko,5
1990s,불만,ko_nouns,ko,10
1990s,숫자,ko_nouns,ko,4
1990s,운전면허,ko_nouns,ko,2
1990s,구박,ko_nouns,ko,3
1990s,노래방,ko_nouns,ko,2
1990s,음치,ko_nouns,ko,2
1990s,처,ko_nouns,ko,1
1990s,비난,ko_nouns,ko,3
1990s,루,ko_nouns,ko,2
1990s,고집,ko_nouns,ko,4
1990s,폭,ko_nouns,ko,1
1990s,희망이,ko_nouns,ko,3
1990s,말론,ko_nouns,ko,2
1990s,사인,ko_nouns,ko,5
1990s,다지,ko_nouns,ko,1
1990s,저런,ko_nouns,ko,2
1990s,몸부림,ko_nouns,ko,5
1990s,물든,ko_nouns,ko,5
1990s,쭉,ko_nouns,ko,1
1990s,자신감,ko_nouns,ko,2
1990s,본심,ko_nouns,ko,2
1990s,도울,ko_nouns,ko,3
1990s,괜,ko_nouns,ko,3
1990s,누나,ko_nouns,ko,1
1990s,택,ko_nouns,ko,8
1990s,난알,ko_nouns,ko,2
1990s,만하,ko_nouns,ko,3
1990s,오우,ko_nouns,ko,8
1990s,금보,ko_nouns,ko,2
1990s,커피한잔,ko_nouns,ko,2
1990s,사과,ko_nouns,ko,3
1990s,깨달,ko_nouns,ko,8
1990s,질투,ko_nouns,ko,3
1990s,파트너,ko_nouns,ko,2
1990s,사일,ko_nouns,ko,9
1990s,정리,ko_nouns,ko,13
1990s,중간,ko_nouns,ko,8
1990s,극장,ko_nouns,ko,4
1990s,배신,ko_nouns,ko,9
1990s,결론,ko_nouns,ko,4
1990s,문틈,ko_nouns,ko,2
1990s,눈꽃,ko_nouns,ko,4
1990s,객석,ko_nouns,ko,2
1990s,갈채,ko_nouns,ko,4
1990s,처지,ko_nouns,ko,1
1990s,이상은,ko_nouns,ko,8
1990s,주지,ko_nouns,ko,6
1990s,정면,ko_nouns,ko,1
1990s,오기,ko_nouns,ko,5
1990s,영영,ko_nouns,ko,2
1990s,충격,ko_nouns,ko,2
1990s,평생,ko_nouns,ko,8
1990s,이상형,ko_nouns,ko,3
1990s,절대,ko_nouns,ko,14
1990s,오만,ko_nouns,ko,1
1990s,가방,ko_nouns,ko,7
1990s,등교,ko_nouns,ko,2
1990s,수업,ko_nouns,ko,2
1990s,고온,ko_nouns,ko,2
1990s,뱃속,ko_nouns,ko,2
1990s,선생님,ko_nouns,ko,5
1990s,꾸중,ko_nouns,ko,2
1990s,학창시절,ko_nouns,ko,10
1990s,시험,ko_nouns,ko,7
1990s,선배,ko_nouns,ko,2
1990s,겁,ko_nouns,ko,10
1990s,책받침,ko_nouns,ko,2
1990s,배우,ko_nouns,ko,3
1990s,숙제,ko_nouns,ko,4
1990s,멋대로,ko_nouns,ko,6
1990s,확인,ko_nouns,ko,8
1990s,분위기,ko_nouns,ko,2
1990s,이예,ko_nouns,ko,5
1990s,갈래,ko_nouns,ko,6
1990s,마이,ko_nouns,ko,2
1990s,드림,ko_nouns,ko,2
1990s,시티,ko_nouns,ko,2
1990s,연락,ko_nouns,ko,10
1990s,자연,ko_nouns,ko,3
1990s,믿음,ko_nouns,ko,18
1990s,욕,ko_nouns,ko,3
1990s,란,ko_nouns,ko,11
1990s,찰땐,ko_nouns,ko,2
1990s,찰,ko_nouns,ko,2
1990s,그동안,ko_nouns,ko,12
1990s,인내심,ko_nouns,ko,3
1990s,삶속,ko_nouns,ko,1
1990s,축복,ko_nouns,ko,27
1990s,가렴,ko_nouns,ko,3
1990s,서약,ko_nouns,ko,2
1990s,후횐,ko_nouns,ko,2
1990s,천사,ko_nouns,ko,23
1990s,사바,ko_nouns,ko,21
1990s,키도,ko_nouns,ko,3
1990s,차도,ko_nouns,ko,1
1990s,변덕,ko_nouns,ko,2
1990s,살다보면,ko_nouns,ko,8
1990s,훌쩍,ko_nouns,ko,8
1990s,맘껏,ko_nouns,ko,6
1990s,자전거,ko_nouns,ko,1
1990s,돛단배,ko_nouns,ko,1
1990s,에드,ko_nouns,ko,3
1990s,룬,ko_nouns,ko,3
1990s,태공,ko_nouns,ko,1
1990s,참새,ko_nouns,ko,1
1990s,포수,ko_nouns,ko,1
1990s,붕어,ko_nouns,ko,1
1990s,한여름,ko_nouns,ko,1
1990s,털,ko_nouns,ko,1
1990s,장수,ko_nouns,ko,2
1990s,수영복,ko_nouns,ko,1
1990s,번개,ko_nouns,ko,1
1990s,기절,ko_nouns,ko,1
1990s,천둥소리,ko_nouns,ko,1
1990s,하품,ko_nouns,ko,2
1990s,독사,ko_nouns,ko,2
1990s,땅꾼,ko_nouns,ko,2
1990s,혀,ko_nouns,ko,4
1990s,어딘,ko_nouns,ko,2
1990s,사치,ko_nouns,ko,3
1990s,명예,ko_nouns,ko,2
1990s,펑키,ko_nouns,ko,1
1990s,비트,ko_nouns,ko,1
1990s,댄스,ko_nouns,ko,1
1990s,창렬,ko_nouns,ko,1
1990s,래퍼,ko_nouns,ko,2
1990s,스카이,ko_nouns,ko,1
1990s,짝,ko_nouns,ko,8
1990s,거나,ko_nouns,ko,1
1990s,동성동본,ko_nouns,ko,1
1990s,꼬질꼬질,ko_nouns,ko,2
1990s,쪽,ko_nouns,ko,1
1990s,머피,ko_nouns,ko,2
1990s,법칙,ko_nouns,ko,2
1990s,아예,ko_nouns,ko,4
1990s,장애,ko_nouns,ko,1
1990s,외침,ko_nouns,ko,4
1990s,고요함,ko_nouns,ko,4
1990s,도저히,ko_nouns,ko,1
1990s,파서,ko_nouns,ko,7
1990s,이제껏,ko_nouns,ko,11
1990s,크게,ko_nouns,ko,15
1990s,순애보,ko_nouns,ko,4
1990s,호기심,ko_nouns,ko,2
1990s,번은,ko_nouns,ko,1
1990s,표독,ko_nouns,ko,1
1990s,데이트,ko_nouns,ko,3
1990s,마음가짐,ko_nouns,ko,1
1990s,이오,ko_nouns,ko,1
1990s,헤어지자,ko_nouns,ko,10
1990s,않을런,ko_nouns,ko,1
1990s,천일이,ko_nouns,ko,2
1990s,좀더,ko_nouns,ko,5
1990s,머릿속,ko_nouns,ko,6
1990s,통화,ko_nouns,ko,2
1990s,월요일,ko_nouns,ko,2
1990s,부인,ko_nouns,ko,1
1990s,노예,ko_nouns,ko,5
1990s,유년,ko_nouns,ko,1
1990s,발견,ko_nouns,ko,5
1990s,운동장,ko_nouns,ko,1
1990s,운동화,ko_nouns,ko,2
1990s,횡,ko_nouns,ko,2
1990s,혼돈,ko_nouns,ko,2
1990s,가로막,ko_nouns,ko,3
1990s,굴레,ko_nouns,ko,3
1990s,우리둘,ko_nouns,ko,4
1990s,단가,ko_nouns,ko,1
1990s,데,ko_nouns,ko,11
1990s,아기,ko_nouns,ko,1
1990s,부부싸움,ko_nouns,ko,1
1990s,남편,ko_nouns,ko,2
1990s,벌이,ko_nouns,ko,1
1990s,깨나,ko_nouns,ko,1
1990s,독신,ko_nouns,ko,1
1990s,떡,ko_nouns,ko,2
1990s,요즘,ko_nouns,ko,13
1990s,자율학습,ko_nouns,ko,1
1990s,야단,ko_nouns,ko,1
1990s,없을껄,ko_nouns,ko,5
1990s,줄때,ko_nouns,ko,1
1990s,어두움,ko_nouns,ko,4
1990s,반기,ko_nouns,ko,2
1990s,되뇌었었,ko_nouns,ko,4
1990s,족,ko_nouns,ko,2
1990s,빠빠,ko_nouns,ko,13
1990s,빠,ko_nouns,ko,17
1990s,빠빠빠,ko_nouns,ko,39
1990s,백마,ko_nouns,ko,2
1990s,세계,ko_nouns,ko,2
1990s,의치,ko_nouns,ko,1
1990s,의민,ko_nouns,ko,1
1990s,열,ko_nouns,ko,9
1990s,이처럼,ko_nouns,ko,1
1990s,참견,ko_nouns,ko,5
1990s,소문,ko_nouns,ko,4
1990s,래서,ko_nouns,ko,3
1990s,자랑,ko_nouns,ko,2
1990s,꼬릴,ko_nouns,ko,1
1990s,행진,ko_nouns,ko,2
1990s,누운,ko_nouns,ko,1
1990s,꿈틀,ko_nouns,ko,2
1990s,가쁜,ko_nouns,ko,1
1990s,비비고,ko_nouns,ko,1
1990s,웨이브,ko_nouns,ko,1
1990s,그윽,ko_nouns,ko,1
1990s,유리잔,ko_nouns,ko,2
1990s,손톱,ko_nouns,ko,2
1990s,오렌지,ko_nouns,ko,3
1990s,따르르,ko_nouns,ko,2
1990s,스띠로루,ko_nouns,ko,4
1990s,예이예,ko_nouns,ko,4
1990s,한다해,ko_nouns,ko,3
1990s,시인,ko_nouns,ko,3
1990s,대위해,ko_nouns,ko,8
1990s,소설,ko_nouns,ko,3
1990s,미스테리,ko_nouns,ko,11
1990s,새장,ko_nouns,ko,1
1990s,사회,ko_nouns,ko,3
1990s,분노,ko_nouns,ko,6
1990s,마침내,ko_nouns,ko,4
1990s,증오,ko_nouns,ko,2
1990s,완성,ko_nouns,ko,3
1990s,부모,ko_nouns,ko,1
1990s,제압,ko_nouns,ko,1
1990s,전혀,ko_nouns,ko,9
1990s,토크쇼,ko_nouns,ko,1
1990s,패션,ko_nouns,ko,1
1990s,수퍼맨,ko_nouns,ko,1
1990s,지갑,ko_nouns,ko,3
1990s,신용카드,ko_nouns,ko,1
1990s,서도,ko_nouns,ko,3
1990s,흙,ko_nouns,ko,3
1990s,지혜,ko_nouns,ko,4
1990s,폐배,ko_nouns,ko,2
1990s,욕망,ko_nouns,ko,3
1990s,대통령,ko_nouns,ko,4
1990s,확,ko_nouns,ko,2
1990s,국민,ko_nouns,ko,1
1990s,비웃음,ko_nouns,ko,1
1990s,버번,ko_nouns,ko,1
1990s,후론,ko_nouns,ko,2
1990s,존댓말,ko_nouns,ko,1
1990s,축배,ko_nouns,ko,1
1990s,상황,ko_nouns,ko,1
1990s,카푸치노,ko_nouns,ko,1
1990s,생애,ko_nouns,ko,4
1990s,지금껏,ko_nouns,ko,14
1990s,흥보가,ko_nouns,ko,14
1990s,동상,ko_nouns,ko,1
1990s,가오,ko_nouns,ko,1
1990s,리오,ko_nouns,ko,2
1990s,엄동설한,ko_nouns,ko,1
1990s,지리산,ko_nouns,ko,1
1990s,백이숙제,ko_nouns,ko,1
1990s,수양산,ko_nouns,ko,1
1990s,아따,ko_nouns,ko,1
1990s,놈,ko_nouns,ko,3
1990s,잔소리,ko_nouns,ko,7
1990s,썩,ko_nouns,ko,1
1990s,둘곳,ko_nouns,ko,2
1990s,어데,ko_nouns,ko,6
1990s,머금,ko_nouns,ko,1
1990s,어슴,ko_nouns,ko,1
1990s,프래,ko_nouns,ko,1
1990s,마누라,ko_nouns,ko,2
1990s,형님,ko_nouns,ko,2
1990s,가겄소,ko_nouns,ko,1
1990s,자식,ko_nouns,ko,8
1990s,보오,ko_nouns,ko,1
1990s,짊어지,ko_nouns,ko,1
1990s,놀부,ko_nouns,ko,1
1990s,시일,ko_nouns,ko,2
1990s,볼순,ko_nouns,ko,4
1990s,자고,ko_nouns,ko,10
1990s,워니,ko_nouns,ko,2
1990s,비단,ko_nouns,ko,1
1990s,유리,ko_nouns,ko,4
1990s,스산,ko_nouns,ko,2
1990s,난날,ko_nouns,ko,2
1990s,이외,ko_nouns,ko,2
1990s,사춘기,ko_nouns,ko,2
1990s,전설,ko_nouns,ko,3
1990s,식사,ko_nouns,ko,3
1990s,수고,ko_nouns,ko,2
1990s,강아지,ko_nouns,ko,4
1990s,멍멍멍,ko_nouns,ko,4
1990s,옆집,ko_nouns,ko,2
1990s,동방예의지국,ko_nouns,ko,2
1990s,독약,ko_nouns,ko,2
1990s,종교,ko_nouns,ko,4
1990s,겉,ko_nouns,ko,7
1990s,경배,ko_nouns,ko,4
1990s,생사람,ko_nouns,ko,1
1990s,인격,ko_nouns,ko,3
1990s,신분,ko_nouns,ko,1
1990s,품위,ko_nouns,ko,3
1990s,지식,ko_nouns,ko,1
1990s,결정,ko_nouns,ko,4
1990s,움직,ko_nouns,ko,5
1990s,총,ko_nouns,ko,1
1990s,대포,ko_nouns,ko,1
1990s,파괴,ko_nouns,ko,3
1990s,펑펑,ko_nouns,ko,4
1990s,빙빙,ko_nouns,ko,1
1990s,돌리지,ko_nouns,ko,1
1990s,택했던,ko_nouns,ko,2
1990s,일부러,ko_nouns,ko,3
1990s,장면,ko_nouns,ko,3
1990s,열대,ko_nouns,ko,1
1990s,우림,ko_nouns,ko,1
1990s,기후,ko_nouns,ko,1
1990s,공식,ko_nouns,ko,1
1990s,빌어,ko_nouns,ko,3
1990s,사표,ko_nouns,ko,3
1990s,방법,ko_nouns,ko,12
1990s,틀,ko_nouns,ko,7
1990s,공감,ko_nouns,ko,2
1990s,을해,ko_nouns,ko,6
1990s,나름,ko_nouns,ko,4
1990s,부신,ko_nouns,ko,7
1990s,심해,ko_nouns,ko,3
1990s,빈말,ko_nouns,ko,6
1990s,목소릴,ko_nouns,ko,1
1990s,따윈,ko_nouns,ko,17
1990s,이성,ko_nouns,ko,2
1990s,나은,ko_nouns,ko,3
1990s,욕조,ko_nouns,ko,1
1990s,뉘었,ko_nouns,ko,1
1990s,달팽이,ko_nouns,ko,2
1990s,마리,ko_nouns,ko,5
1990s,가게,ko_nouns,ko,5
1990s,개비,ko_nouns,ko,1
1990s,아이스크림,ko_nouns,ko,1
1990s,산산이,ko_nouns,ko,1
1990s,자극,ko_nouns,ko,1
1990s,유희,ko_nouns,ko,1
1990s,대가,ko_nouns,ko,3
1990s,대낮,ko_nouns,ko,1
1990s,색채,ko_nouns,ko,1
1990s,감각,ko_nouns,ko,1
1990s,대수,ko_nouns,ko,1
1990s,눈치,ko_nouns,ko,6
1990s,뼛속,ko_nouns,ko,1
1990s,인종,ko_nouns,ko,1
1990s,공통,ko_nouns,ko,1
1990s,상주,ko_nouns,ko,1
1990s,편견,ko_nouns,ko,2
1990s,교만,ko_nouns,ko,1
1990s,한계,ko_nouns,ko,5
1990s,굴지,ko_nouns,ko,1
1990s,세뇌,ko_nouns,ko,1
1990s,석회,ko_nouns,ko,1
1990s,축,ko_nouns,ko,1
1990s,하느님,ko_nouns,ko,4
1990s,그대만,ko_nouns,ko,5
1990s,일찍,ko_nouns,ko,3
1990s,권,ko_nouns,ko,3
1990s,제목,ko_nouns,ko,1
1990s,샤워,ko_nouns,ko,2
1990s,전철,ko_nouns,ko,1
1990s,정거장,ko_nouns,ko,1
1990s,주머니,ko_nouns,ko,2
1990s,소릴,ko_nouns,ko,7
1990s,꿍,ko_nouns,ko,20
1990s,따리,ko_nouns,ko,21
